2.58
2.51
4.04
6.43
1.58
4.32
2.20
4.19
4.79
6.20
1.52
1.38
3.87
4.54
5.12
5.15
5.50
5.92
4.56
2.46
6.90
1.47
2.11
2.32
6.75
5.84
8.80
7.40
4.72
3.62
2.46
8.75
2.65
7.86
4.71
6.25
9.45
12.80
1.42
1.92
7.60
8.79
5.92
9.65
5.09
4.11
6.37
5.40
11.25
3.90
5.33
8.64
7.41
7.95
10.60
3.81
3.78
3.75
3.10
6.43
1.70
6.40
3.24
1.79
4.90
3.49
6.77
5.62
9.70
5.11
4.50
2.50
5.21
1.76
9.20
1.20
6.85
2.80
7.35
11.75
